,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,09時
2024-01-06,土,0.0,0.0,7570,12770,17480.0,10740.0,0.0,0.0,21240.0,38570.0,10220,23220,10920.0,2250.0,0.0,0.0
2024-01-07,日,0.0,3120.0,18750,21840,33630.0,0.0,0.0,1750.0,16270.0,19300.0,9020,17380,21380.0,0.0,0.0,0.0
2024-01-10,水,5770.0,0.0,2210,10260,3260.0,0.0,0.0,0.0,0.0,17110.0,20600,9330,47860.0,0.0,0.0,0.0
2024-01-11,木,0.0,0.0,7070,9560,4980.0,0.0,0.0,2160.0,3810.0,7190.0,14030,20130,11190.0,2870.0,0.0,0.0
2024-01-12,金,0.0,2140.0,11540,9350,10990.0,1880.0,0.0,0.0,3130.0,18100.0,16350,16100,5170.0,5980.0,0.0,0.0
2024-01-13,土,0.0,0.0,24490,10780,6100.0,4730.0,5550.0,0.0,4140.0,9000.0,7400,30470,4490.0,0.0,0.0,0.0
2024-01-14,日,0.0,3340.0,13530,11970,8910.0,0.0,0.0,1140.0,12780.0,42860.0,23980,13560,0.0,0.0,0.0,0.0
2024-01-17,水,0.0,4210.0,17120,4940,16570.0,0.0,1260.0,0.0,5970.0,13120.0,8430,22740,10070.0,3520.0,0.0,0.0
2024-01-18,木,0.0,0.0,9860,6650,1130.0,0.0,0.0,1180.0,3690.0,8590.0,28780,26330,35050.0,0.0,0.0,4000.0
2024-01-19,金,0.0,1480.0,7300,10090,0.0,0.0,0.0,1140.0,0.0,9270.0,11390,10390,1190.0,36750.0,0.0,0.0
2024-01-20,土,0.0,0.0,12460,21000,24500.0,0.0,0.0,0.0,12360.0,0.0,31680,5290,18850.0,1140.0,0.0,0.0
2024-01-21,日,0.0,0.0,26250,17860,13850.0,7940.0,750.0,0.0,16410.0,41370.0,22540,16050,0.0,0.0,0.0,0.0
2024-01-25,木,0.0,1550.0,6880,16870,5430.0,0.0,0.0,0.0,8510.0,9400.0,8920,13340,10410.0,3660.0,0.0,0.0
2024-01-26,金,0.0,2580.0,23530,5740,990.0,0.0,0.0,0.0,0.0,10460.0,33650,26180,24470.0,33080.0,0.0,0.0
2024-01-27,土,0.0,2280.0,20630,11470,15940.0,0.0,0.0,1260.0,10110.0,9840.0,1540,6630,8170.0,38240.0,0.0,0.0
2024-01-28,日,0.0,0.0,27640,16000,16590.0,2420.0,0.0,0.0,17480.0,18860.0,15300,26210,3290.0,0.0,0.0,0.0
2024-01-31,水,0.0,1200.0,7620,8420,7190.0,0.0,0.0,0.0,11070.0,10570.0,42530,3980,8500.0,1700.0,0.0,0.0
