,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2023-05-03,水,0.0,6410.0,3890,28180.0,7720,0.0,0.0,1200.0,14700,19260,43400,19550,0.0,0.0,0.0,0.0
2023-05-04,木,0.0,2740.0,8850,15760.0,2440,0.0,0.0,0.0,5190,15270,15690,22450,0.0,0.0,0.0,0.0
2023-05-05,金,0.0,4880.0,13990,26270.0,39420,1440.0,0.0,0.0,11610,20870,26270,35590,5820.0,0.0,0.0,0.0
2023-05-06,土,0.0,1100.0,21340,10340.0,6460,3580.0,0.0,0.0,27310,17670,3390,12430,8280.0,2890.0,0.0,0.0
2023-05-07,日,0.0,0.0,25060,11050.0,10620,5690.0,0.0,0.0,9730,7370,7280,20650,5960.0,0.0,0.0,0.0
2023-05-10,水,0.0,2240.0,9090,0.0,4520,0.0,0.0,0.0,3680,19070,13980,18860,7160.0,24660.0,0.0,0.0
2023-05-11,木,0.0,0.0,4850,13760.0,9780,0.0,0.0,0.0,9350,9700,16580,10800,10270.0,8860.0,0.0,0.0
2023-05-12,金,0.0,0.0,15590,6180.0,850,0.0,0.0,0.0,18050,5630,9410,23150,15710.0,0.0,0.0,0.0
2023-05-13,土,0.0,980.0,8560,21860.0,9360,0.0,0.0,0.0,12980,13970,18990,21940,1900.0,25520.0,0.0,0.0
2023-05-14,日,0.0,2580.0,4490,17690.0,6810,0.0,0.0,1100.0,14670,9930,17350,13870,0.0,0.0,0.0,0.0
2023-05-17,水,0.0,0.0,13100,7530.0,3500,0.0,0.0,0.0,7340,10650,13040,31290,13840.0,5060.0,0.0,0.0
2023-05-18,木,0.0,2760.0,10560,6710.0,980,250.0,0.0,0.0,3470,19030,24910,11820,16280.0,1200.0,0.0,2460.0
2023-05-19,金,0.0,1210.0,7660,9810.0,2710,0.0,0.0,0.0,24350,4030,16170,22100,16140.0,9440.0,0.0,0.0
2023-05-20,土,0.0,3150.0,10090,15540.0,5500,0.0,250.0,350.0,25390,19740,31700,12910,9330.0,8330.0,0.0,0.0
2023-05-21,日,0.0,0.0,24470,32390.0,27520,1050.0,0.0,3810.0,22510,23750,16160,8680,10160.0,0.0,0.0,0.0
2023-05-24,水,0.0,1360.0,19540,11240.0,2960,0.0,0.0,0.0,6920,8360,32080,24270,13410.0,6200.0,0.0,0.0
2023-05-25,木,0.0,1230.0,5210,3290.0,2760,0.0,0.0,0.0,5730,13720,30400,8890,6790.0,0.0,0.0,0.0
2023-05-26,金,0.0,0.0,5530,12670.0,8210,0.0,0.0,0.0,4480,5920,31040,35930,42840.0,26740.0,0.0,0.0
2023-05-27,土,0.0,2550.0,13920,11000.0,10330,0.0,0.0,0.0,14170,31130,25250,19200,9980.0,11720.0,0.0,0.0
2023-05-28,日,0.0,3570.0,15630,22030.0,30310,0.0,0.0,2490.0,22170,28510,5910,4540,33770.0,0.0,0.0,0.0
2023-05-31,水,0.0,0.0,10860,11450.0,2300,0.0,0.0,0.0,8620,23200,30410,16110,16990.0,14900.0,0.0,0.0
