,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2025-05-01,木,0.0,1100.0,20110,11980.0,9450,9890.0,2420.0,9170.0,8400.0,17670.0,20450.0,17600.0,55810.0,11510.0,0.0,0.0
2025-05-02,金,0.0,0.0,11640,12440.0,10820,0.0,0.0,2420.0,2160.0,14090.0,47140.0,12400.0,42520.0,18140.0,0.0,0.0
2025-05-03,土,0.0,0.0,20690,23300.0,20520,12080.0,2420.0,3650.0,26190.0,21520.0,72370.0,18400.0,7650.0,17820.0,0.0,0.0
2025-05-04,日,0.0,0.0,17050,39970.0,26190,12240.0,2120.0,1210.0,12450.0,39030.0,32100.0,14270.0,12410.0,7880.0,0.0,0.0
2025-05-07,水,0.0,0.0,13210,7650.0,3220,13850.0,12910.0,0.0,8900.0,20300.0,2730.0,8210.0,53430.0,5910.0,0.0,0.0
2025-05-08,木,0.0,0.0,12170,11760.0,3530,0.0,2170.0,3250.0,1210.0,3920.0,16190.0,10250.0,74870.0,16740.0,0.0,0.0
2025-05-09,金,0.0,0.0,8570,8710.0,1660,0.0,0.0,0.0,1080.0,7120.0,11350.0,17270.0,2400.0,31640.0,0.0,0.0
2025-05-10,土,0.0,0.0,35140,19330.0,29060,3440.0,0.0,1410.0,21770.0,28720.0,25400.0,11150.0,24800.0,22480.0,0.0,0.0
2025-05-11,日,0.0,1400.0,27490,25490.0,10580,0.0,3480.0,0.0,20640.0,56860.0,26020.0,18340.0,0.0,0.0,0.0,0.0
2025-05-14,水,0.0,3770.0,17770,8520.0,5200,3740.0,3380.0,0.0,6860.0,12080.0,4020.0,32140.0,6510.0,15240.0,0.0,0.0
2025-05-15,木,0.0,0.0,3980,5310.0,8400,5830.0,2420.0,3790.0,3340.0,10950.0,5130.0,28340.0,26240.0,15580.0,0.0,0.0
2025-05-16,金,0.0,0.0,19010,25990.0,6400,1210.0,3460.0,0.0,9900.0,14910.0,22030.0,13840.0,34230.0,1510.0,0.0,0.0
2025-05-17,土,0.0,4070.0,18840,7610.0,14320,1210.0,0.0,6860.0,8940.0,49800.0,21970.0,5850.0,44740.0,34360.0,0.0,0.0
2025-05-18,日,0.0,1210.0,30000,43380.0,15520,8350.0,0.0,1410.0,5340.0,18670.0,15670.0,36400.0,0.0,0.0,0.0,0.0
2025-05-21,水,0.0,1210.0,8590,17350.0,2510,3480.0,17610.0,0.0,10450.0,11340.0,12290.0,9640.0,4750.0,13770.0,0.0,0.0
2025-05-22,木,0.0,2300.0,5060,0.0,11850,7020.0,2940.0,1430.0,0.0,5600.0,16000.0,18130.0,21810.0,13820.0,0.0,0.0
2025-05-23,金,0.0,0.0,6640,14930.0,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-24,土,0.0,0.0,17200,22280.0,8000,4930.0,5010.0,14830.0,3900.0,16200.0,21370.0,23420.0,11870.0,2200.0,0.0,18020.0
2025-05-25,日,0.0,3830.0,13710,19650.0,14720,8780.0,11210.0,0.0,8170.0,40720.0,34070.0,5880.0,6460.0,0.0,0.0,0.0
2025-05-28,水,0.0,6440.0,14050,6390.0,5170,0.0,0.0,1380.0,13450.0,10390.0,3730.0,31230.0,17140.0,13170.0,0.0,0.0
2025-05-29,木,0.0,1880.0,3630,4580.0,1770,2420.0,1380.0,0.0,7490.0,6220.0,19890.0,6320.0,9960.0,7680.0,0.0,0.0
2025-05-30,金,0.0,0.0,3990,18990.0,27790,8750.0,1080.0,8260.0,1350.0,8050.0,17700.0,32360.0,48050.0,7500.0,0.0,0.0
2025-05-31,土,0.0,0.0,22070,6100.0,16330,3260.0,2420.0,2120.0,7610.0,25410.0,41730.0,25560.0,31350.0,79990.0,0.0,17220.0
