,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-05-01,水,0.0,1780.0,16520,25890,8990,6140.0,0.0,4670.0,5370.0,24970,32680,17970,18850.0,4880.0,0.0,0.0
2024-05-02,木,0.0,0.0,29650,19460,12020,8050.0,0.0,2840.0,1300.0,23800,20570,73810,18540.0,12360.0,0.0,0.0
2024-05-03,金,0.0,630.0,37290,12060,18870,1170.0,0.0,1170.0,20060.0,23680,50520,42850,16980.0,33060.0,0.0,0.0
2024-05-04,土,0.0,2730.0,36320,29070,11680,14300.0,10260.0,7450.0,14540.0,22900,20280,24760,15830.0,23120.0,0.0,0.0
2024-05-05,日,0.0,1030.0,23320,31620,38080,11310.0,0.0,0.0,15860.0,38340,43310,42570,18280.0,0.0,0.0,0.0
2024-05-08,水,0.0,3600.0,23140,17180,11790,0.0,0.0,3220.0,1140.0,21120,11250,32800,18970.0,34980.0,0.0,0.0
2024-05-09,木,0.0,1630.0,17390,13630,12160,0.0,0.0,0.0,0.0,15670,9540,46550,5660.0,4550.0,0.0,3150.0
2024-05-10,金,0.0,4800.0,17420,14550,14730,1480.0,1980.0,1170.0,2160.0,19840,47990,26290,17680.0,14200.0,0.0,0.0
2024-05-11,土,0.0,0.0,26620,36090,14970,14800.0,4140.0,1350.0,10730.0,37350,35680,10490,6830.0,22960.0,0.0,0.0
2024-05-12,日,0.0,1370.0,33050,14230,28940,2160.0,3510.0,0.0,22390.0,20880,14980,34030,0.0,0.0,0.0,0.0
2024-05-15,水,0.0,0.0,17260,20080,29420,0.0,5670.0,3100.0,6950.0,8740,31680,34200,19320.0,22130.0,0.0,0.0
2024-05-16,木,0.0,3900.0,25720,9410,2090,6340.0,0.0,0.0,4960.0,18600,14210,46030,6890.0,12100.0,0.0,0.0
2024-05-17,金,0.0,3120.0,15560,22850,12210,0.0,3960.0,0.0,8040.0,18220,38170,21090,19980.0,17410.0,0.0,0.0
2024-05-18,土,0.0,2130.0,19900,16950,6750,2540.0,8870.0,1170.0,11220.0,32590,42430,36000,66510.0,46980.0,0.0,2450.0
2024-05-19,日,0.0,0.0,15790,35140,29010,3150.0,3540.0,3150.0,22970.0,22000,23830,15200,0.0,0.0,0.0,0.0
2024-05-22,水,0.0,1140.0,18690,11990,3960,12600.0,3670.0,1870.0,3810.0,20370,37830,15840,51530.0,27670.0,0.0,0.0
2024-05-23,木,0.0,0.0,15570,8730,1040,4410.0,0.0,2930.0,13020.0,18860,9430,28460,42530.0,2540.0,0.0,0.0
2024-05-24,金,0.0,0.0,5140,14310,5240,0.0,0.0,5610.0,7620.0,5830,20530,45680,25480.0,18700.0,0.0,7880.0
2024-05-25,土,0.0,0.0,16070,22330,25560,18600.0,990.0,1870.0,19740.0,63630,36540,41140,28920.0,5400.0,0.0,0.0
2024-05-26,日,0.0,2950.0,14660,28350,19550,1570.0,3150.0,1390.0,16270.0,35690,29120,13220,0.0,0.0,0.0,0.0
2024-05-29,水,0.0,0.0,17640,10550,2480,0.0,0.0,0.0,2970.0,15250,20660,8070,27420.0,14330.0,0.0,0.0
2024-05-30,木,0.0,2670.0,19130,31260,18420,3470.0,0.0,0.0,10750.0,11710,990,3930,17540.0,23290.0,0.0,0.0
2024-05-31,金,0.0,0.0,24690,12790,5900,2970.0,0.0,7740.0,7910.0,13860,30650,23340,29520.0,14210.0,0.0,0.0
