,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-02-01,木,0.0,0.0,5650,15050,12970.0,0.0,0.0,0.0,4110,1330,11940,7800,3210.0,0.0,0.0,0.0
2024-02-02,金,0.0,0.0,17760,9260,0.0,0.0,0.0,0.0,1200,30830,43000,26410,13510.0,5580.0,0.0,0.0
2024-02-03,土,0.0,0.0,8860,20150,23820.0,0.0,2000.0,0.0,18370,34650,20230,1560,11620.0,23340.0,0.0,0.0
2024-02-04,日,0.0,0.0,16710,17710,13060.0,0.0,0.0,2880.0,8420,10710,18950,12810,0.0,0.0,0.0,0.0
2024-02-07,水,1560.0,0.0,7040,5160,7520.0,0.0,0.0,0.0,5950,33720,11290,12330,26800.0,6840.0,0.0,0.0
2024-02-08,木,0.0,2970.0,13450,5080,5470.0,0.0,2260.0,800.0,3710,3920,26610,16050,14920.0,7010.0,0.0,0.0
2024-02-09,金,0.0,1430.0,16580,15600,7190.0,0.0,0.0,0.0,2150,26520,14390,14300,29690.0,20800.0,0.0,0.0
2024-02-10,土,0.0,2030.0,10960,26390,10270.0,2710.0,1100.0,1190.0,11030,18640,44210,25460,11340.0,9690.0,0.0,0.0
2024-02-11,日,0.0,2700.0,22010,13750,16410.0,0.0,0.0,0.0,11230,60810,23880,6880,8600.0,990.0,0.0,0.0
2024-02-14,水,0.0,0.0,11720,9900,6570.0,0.0,0.0,1080.0,4830,7710,14630,7530,16880.0,1300.0,0.0,0.0
2024-02-15,木,0.0,1360.0,24580,15410,9060.0,11060.0,0.0,1410.0,930,24570,25970,24250,7530.0,14550.0,0.0,0.0
2024-02-16,金,0.0,2580.0,18380,24890,4880.0,3510.0,1170.0,900.0,9050,12110,11420,12030,62700.0,13330.0,0.0,0.0
2024-02-17,土,0.0,0.0,8040,21500,28840.0,6590.0,890.0,76210.0,12220,34910,23730,11620,8830.0,13260.0,0.0,0.0
2024-02-18,日,0.0,1400.0,41420,23800,33090.0,1930.0,0.0,2970.0,12120,13790,20960,8040,0.0,0.0,0.0,0.0
2024-02-21,水,0.0,1170.0,18240,6500,6290.0,5490.0,1640.0,540.0,9800,12020,31240,14430,15280.0,5900.0,0.0,0.0
2024-02-22,木,0.0,1570.0,15380,29380,10680.0,3200.0,0.0,0.0,5660,20710,26350,59270,26860.0,3140.0,0.0,5290.0
2024-02-23,金,0.0,4700.0,41530,41980,32100.0,0.0,5600.0,0.0,11560,11630,23320,95640,39370.0,6640.0,0.0,3830.0
2024-02-24,土,0.0,5100.0,16360,48700,41380.0,7460.0,10400.0,7410.0,9470,60750,28700,45270,14990.0,5300.0,0.0,0.0
2024-02-25,日,0.0,3400.0,30300,30740,33180.0,0.0,4810.0,0.0,24460,16860,30720,19200,0.0,0.0,0.0,0.0
2024-02-28,水,0.0,3430.0,28660,31770,3720.0,2230.0,3580.0,1170.0,5110,15770,17120,20100,8800.0,5740.0,0.0,0.0
2024-02-29,木,0.0,1360.0,27600,4710,12510.0,3860.0,0.0,0.0,8650,14010,3620,13920,15970.0,0.0,0.0,0.0
