,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,09時
2023-09-01,金,0.0,0.0,2090,6670,4000,13590.0,0.0,0.0,4400.0,17480,11850,28170,14850.0,2360.0,0.0,0.0
2023-09-02,土,0.0,300.0,3690,20330,12720,2700.0,0.0,0.0,9450.0,38440,17680,15610,16740.0,5440.0,0.0,0.0
2023-09-03,日,0.0,0.0,18370,9590,8170,990.0,0.0,6660.0,32730.0,12350,15660,30290,0.0,0.0,0.0,0.0
2023-09-06,水,0.0,2340.0,7040,8010,1960,0.0,0.0,0.0,8790.0,25170,11170,3330,14560.0,4830.0,0.0,0.0
2023-09-07,木,0.0,0.0,5730,11090,12480,0.0,0.0,2930.0,6980.0,6050,7200,22230,10940.0,9000.0,0.0,0.0
2023-09-08,金,0.0,0.0,13160,8280,2760,0.0,0.0,0.0,4520.0,3400,19450,30930,9400.0,0.0,0.0,0.0
2023-09-09,土,0.0,1130.0,21950,6720,16800,0.0,0.0,0.0,12410.0,14660,17640,13940,4080.0,6620.0,0.0,0.0
2023-09-10,日,0.0,2720.0,19680,19250,11270,0.0,0.0,2000.0,12470.0,16350,14000,49130,0.0,0.0,0.0,0.0
2023-09-13,水,0.0,2560.0,7370,6000,1300,0.0,0.0,0.0,13240.0,14680,19640,39630,11600.0,1900.0,0.0,1300.0
2023-09-14,木,0.0,0.0,4120,5640,4620,0.0,0.0,0.0,4220.0,11510,10140,10900,23860.0,9840.0,0.0,0.0
2023-09-15,金,0.0,0.0,15910,5650,4490,0.0,0.0,900.0,0.0,21230,27120,36220,14870.0,0.0,0.0,0.0
2023-09-16,土,0.0,0.0,14570,1320,46930,0.0,10090.0,0.0,7880.0,27830,21560,21080,12740.0,0.0,0.0,0.0
2023-09-17,日,0.0,2230.0,8400,14410,8270,0.0,3290.0,0.0,1090.0,29240,20470,31910,0.0,0.0,0.0,0.0
2023-09-20,水,0.0,0.0,8960,4290,8260,0.0,0.0,0.0,4160.0,12430,1400,6360,9880.0,9590.0,0.0,0.0
2023-09-21,木,0.0,0.0,1760,1380,7800,1960.0,1620.0,1080.0,3350.0,4340,3700,19310,15510.0,4650.0,0.0,0.0
2023-09-22,金,0.0,0.0,23620,1360,9540,2410.0,0.0,1940.0,8110.0,16160,19780,16550,10780.0,7280.0,0.0,0.0
2023-09-23,土,0.0,2320.0,12420,13310,12350,0.0,0.0,1800.0,7260.0,14860,43530,36250,7320.0,0.0,0.0,0.0
2023-09-24,日,0.0,4480.0,11670,23810,12610,12850.0,2520.0,4500.0,10100.0,36760,10020,10180,0.0,0.0,0.0,0.0
2023-09-27,水,0.0,2680.0,5540,10690,5500,0.0,0.0,0.0,11070.0,9870,14900,15880,27380.0,1160.0,0.0,0.0
2023-09-28,木,0.0,0.0,11720,15490,2280,4720.0,0.0,0.0,1480.0,19430,13040,15480,38640.0,0.0,0.0,0.0
2023-09-29,金,0.0,0.0,16680,10090,3100,0.0,0.0,200.0,19950.0,2360,33790,10880,23890.0,0.0,0.0,0.0
2023-09-30,土,0.0,1360.0,12350,3990,25810,0.0,0.0,0.0,12910.0,20180,39690,29840,10940.0,0.0,0.0,0.0
