,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,09時
2023-04-01,土,0.0,3420.0,8890,11860,13140.0,0.0,0.0,1380.0,17820.0,14850,22660,17790,36310.0,1970.0,0.0,0.0
2023-04-02,日,0.0,2130.0,12810,34550,9410.0,0.0,0.0,1160.0,13960.0,19190,18930,23420,3010.0,0.0,0.0,0.0
2023-04-05,水,0.0,2210.0,12620,8970,6000.0,0.0,0.0,0.0,4620.0,3470,6790,14600,15680.0,5020.0,0.0,1720.0
2023-04-06,木,0.0,2000.0,18920,15470,13660.0,0.0,0.0,0.0,0.0,7050,8420,12830,12220.0,4380.0,0.0,0.0
2023-04-07,金,0.0,0.0,26370,13440,0.0,0.0,0.0,0.0,11620.0,5410,8020,92620,32280.0,16310.0,0.0,0.0
2023-04-08,土,0.0,2090.0,8440,13000,3340.0,0.0,0.0,1090.0,4780.0,16460,13630,38580,18500.0,9580.0,0.0,0.0
2023-04-09,日,0.0,2490.0,19770,25740,1640.0,0.0,0.0,1780.0,27600.0,10210,23820,12790,4680.0,0.0,0.0,0.0
2023-04-12,水,0.0,0.0,7740,4780,0.0,0.0,0.0,0.0,2400.0,16330,24180,15500,20380.0,4990.0,0.0,0.0
2023-04-13,木,0.0,0.0,12940,15630,0.0,0.0,0.0,0.0,7650.0,15350,33590,17890,11190.0,6270.0,0.0,0.0
2023-04-14,金,0.0,2450.0,5670,2910,0.0,0.0,0.0,1600.0,6650.0,2620,24000,18500,800.0,9510.0,0.0,0.0
2023-04-15,土,0.0,0.0,9270,15430,14320.0,0.0,0.0,0.0,7450.0,7880,34680,17950,46910.0,4370.0,0.0,0.0
2023-04-16,日,0.0,4230.0,22520,20150,17740.0,0.0,0.0,0.0,25610.0,17720,24670,14580,0.0,0.0,0.0,0.0
2023-04-19,水,0.0,0.0,5770,7250,1530.0,0.0,0.0,0.0,2480.0,12990,30260,34970,8590.0,1800.0,0.0,0.0
2023-04-20,木,0.0,0.0,14570,13920,0.0,0.0,0.0,0.0,2630.0,17870,19780,5910,5350.0,1530.0,0.0,0.0
2023-04-21,金,0.0,0.0,5430,11030,1960.0,0.0,0.0,0.0,1380.0,24700,22590,34100,25100.0,21170.0,0.0,0.0
2023-04-22,土,0.0,2130.0,15850,14320,5250.0,0.0,0.0,0.0,2580.0,27060,11610,42590,24730.0,2990.0,0.0,0.0
2023-04-23,日,0.0,990.0,15300,13700,6340.0,0.0,0.0,0.0,29030.0,14540,8490,8470,5150.0,0.0,0.0,0.0
2023-04-26,水,0.0,0.0,8140,10610,2430.0,0.0,0.0,1000.0,940.0,5340,12010,4910,12690.0,32100.0,0.0,0.0
2023-04-27,木,0.0,2440.0,18640,3990,0.0,1500.0,0.0,1140.0,4730.0,10150,16350,11030,12380.0,25460.0,0.0,0.0
2023-04-28,金,0.0,2840.0,6210,5020,15920.0,0.0,0.0,1050.0,9530.0,16940,14670,39430,38560.0,11710.0,0.0,0.0
2023-04-29,土,0.0,5230.0,10420,13520,8970.0,0.0,400.0,0.0,17430.0,15990,26260,13600,13020.0,2200.0,0.0,0.0
2023-04-30,日,0.0,2960.0,15380,16500,26760.0,0.0,0.0,1440.0,7460.0,27410,22330,24110,0.0,0.0,0.0,0.0
