,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-08-01,木,0.0,0.0,8040,25250,10300.0,8120.0,1980.0,4810.0,13160,5450,26460,29840,12510.0,28400.0,0.0,0.0
2024-08-02,金,0.0,0.0,13110,5370,13400.0,2550.0,0.0,5180.0,1300,9390,12860,23760,4030.0,43820.0,0.0,13770.0
2024-08-03,土,0.0,1140.0,35300,14470,29340.0,5940.0,3850.0,26960.0,1170,30520,38830,34570,5400.0,13130.0,0.0,0.0
2024-08-04,日,0.0,0.0,30700,25290,32080.0,8390.0,0.0,7490.0,15010,33590,13590,23010,0.0,0.0,0.0,0.0
2024-08-07,水,0.0,0.0,20610,20770,4880.0,1390.0,1170.0,0.0,1640,24470,17280,36400,21590.0,11840.0,0.0,0.0
2024-08-08,木,0.0,0.0,18980,5630,6960.0,10250.0,0.0,0.0,2820,30050,2280,13430,10890.0,2190.0,0.0,0.0
2024-08-09,金,0.0,0.0,8870,9050,23180.0,3910.0,9430.0,1740.0,41270,8030,6930,44040,2940.0,26520.0,0.0,0.0
2024-08-10,土,0.0,0.0,22660,15610,29400.0,2340.0,990.0,0.0,7680,5230,18970,13890,30480.0,2400.0,0.0,0.0
2024-08-11,日,0.0,0.0,19620,20410,15150.0,3240.0,0.0,0.0,10510,14850,30220,16760,5160.0,9780.0,0.0,0.0
2024-08-14,水,0.0,0.0,25780,28660,10360.0,7440.0,12230.0,3600.0,6870,10080,23850,17470,8170.0,7360.0,0.0,0.0
2024-08-15,木,0.0,0.0,26990,32490,27850.0,2570.0,9870.0,0.0,8320,15590,14090,25050,17220.0,13680.0,0.0,0.0
2024-08-16,金,0.0,0.0,28800,17710,18460.0,5430.0,2390.0,4020.0,5770,46170,51150,13060,41910.0,10360.0,0.0,0.0
2024-08-17,土,0.0,0.0,32620,19550,7150.0,5300.0,11430.0,1380.0,3030,17590,31170,38270,26600.0,8580.0,0.0,0.0
2024-08-18,日,0.0,4350.0,16730,23770,17290.0,2440.0,2380.0,0.0,6870,23840,14860,17420,19350.0,0.0,0.0,0.0
2024-08-21,水,0.0,5530.0,9110,19020,4990.0,8050.0,2100.0,1200.0,9240,24160,20560,22170,10800.0,1440.0,0.0,0.0
2024-08-22,木,0.0,660.0,28160,9190,7030.0,0.0,5130.0,3540.0,8970,14830,27960,17050,17070.0,4830.0,0.0,0.0
2024-08-23,金,0.0,0.0,15660,18810,4580.0,1650.0,4750.0,16170.0,10580,40980,153820,9900,67270.0,6920.0,0.0,0.0
2024-08-24,土,0.0,1380.0,12530,23850,21650.0,15140.0,8970.0,18850.0,1820,20400,23130,43910,29400.0,18210.0,0.0,0.0
2024-08-25,日,0.0,0.0,25550,14790,17460.0,8660.0,12970.0,2730.0,4890,42870,23370,20320,9480.0,0.0,0.0,0.0
2024-08-28,水,0.0,2480.0,10610,38050,12450.0,3550.0,1420.0,1170.0,8710,20890,22210,7540,12740.0,1830.0,0.0,0.0
2024-08-29,木,0.0,2930.0,6880,22480,0.0,2800.0,0.0,0.0,2980,17900,15180,9010,29750.0,8520.0,0.0,0.0
2024-08-30,金,0.0,1140.0,10150,14670,7420.0,3840.0,1050.0,0.0,6790,15570,4940,35550,1140.0,21710.0,0.0,0.0
2024-08-31,土,0.0,0.0,25010,19710,20650.0,17370.0,0.0,0.0,1980,6990,41050,23340,8570.0,18590.0,0.0,2100.0
