,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-07-03,水,0.0,5450.0,52700,14580,0,3040.0,1170.0,0.0,7760.0,20240,11050,12550,16060.0,0.0,0.0,0.0
2024-07-04,木,0.0,990.0,17250,24500,4460,0.0,0.0,4230.0,1130.0,12820,15300,7310,16170.0,0.0,0.0,0.0
2024-07-05,金,0.0,0.0,26150,3340,6540,0.0,0.0,2170.0,3630.0,15780,24430,15220,26420.0,14920.0,0.0,0.0
2024-07-06,土,0.0,2470.0,16370,19550,17440,3450.0,700.0,5480.0,7850.0,18220,36950,23370,28960.0,2400.0,0.0,0.0
2024-07-07,日,0.0,2230.0,17960,25140,20340,6630.0,12780.0,15220.0,13200.0,31980,27050,17190,4890.0,0.0,0.0,0.0
2024-07-10,水,0.0,0.0,23770,13770,13430,0.0,280.0,0.0,0.0,4770,14790,23600,6990.0,5970.0,0.0,0.0
2024-07-11,木,0.0,0.0,10710,15810,3570,0.0,1050.0,4300.0,1180.0,8000,16650,24650,22950.0,0.0,0.0,0.0
2024-07-12,金,0.0,1350.0,9880,10070,11170,0.0,2590.0,0.0,6830.0,4760,37250,32400,55800.0,4980.0,0.0,0.0
2024-07-13,土,0.0,0.0,27030,4100,9920,13980.0,5570.0,1170.0,8010.0,8480,40900,14230,21870.0,32170.0,0.0,0.0
2024-07-14,日,0.0,0.0,21390,37900,14150,17240.0,5650.0,0.0,14130.0,34360,44660,18450,12050.0,27450.0,0.0,0.0
2024-07-17,水,0.0,0.0,16350,21170,9990,1170.0,2590.0,0.0,5330.0,13700,7220,7540,15020.0,5740.0,0.0,0.0
2024-07-18,木,0.0,0.0,8050,5360,6890,8080.0,0.0,0.0,0.0,12150,15610,17750,10620.0,8550.0,0.0,0.0
2024-07-19,金,0.0,0.0,20380,34180,7180,0.0,8950.0,1140.0,3600.0,2750,31110,19420,43800.0,22830.0,0.0,3800.0
2024-07-20,土,1100.0,0.0,15850,21430,16530,4090.0,11150.0,6920.0,14950.0,19610,44300,29880,8270.0,9880.0,0.0,0.0
2024-07-21,日,0.0,990.0,12790,36320,29020,1420.0,17150.0,1140.0,9790.0,27930,44560,46700,18010.0,0.0,0.0,0.0
2024-07-24,水,0.0,1610.0,20000,8880,1880,0.0,0.0,250.0,19110.0,19140,22400,50830,36410.0,0.0,0.0,0.0
2024-07-25,木,0.0,1750.0,14170,20350,4670,1170.0,1170.0,0.0,8020.0,8880,17120,23600,7460.0,15150.0,0.0,0.0
2024-07-26,金,0.0,0.0,10170,8090,10940,8110.0,1190.0,2280.0,2370.0,16440,43810,17020,14600.0,19440.0,0.0,0.0
2024-07-27,土,0.0,0.0,23960,20750,12940,11090.0,990.0,0.0,10870.0,9920,34770,24060,12880.0,9050.0,0.0,0.0
2024-07-28,日,0.0,3680.0,29300,25820,20480,2240.0,8010.0,2740.0,15960.0,19840,5580,14960,0.0,0.0,0.0,0.0
2024-07-31,水,0.0,0.0,21740,21630,24580,5050.0,4880.0,990.0,9180.0,5330,46700,19930,12380.0,10010.0,0.0,0.0
