,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2025-04-02,水,0.0,1.0,5,14,8.0,4.0,2.0,7.0,5.0,12,14,7,12.0,3.0,0.0,0.0
2025-04-03,木,0.0,0.0,16,2,0.0,3.0,1.0,0.0,3.0,5,6,12,16.0,6.0,0.0,1.0
2025-04-04,金,0.0,1.0,10,12,6.0,1.0,0.0,2.0,5.0,11,7,9,11.0,7.0,0.0,0.0
2025-04-05,土,0.0,0.0,12,9,8.0,10.0,0.0,3.0,4.0,8,6,9,12.0,8.0,0.0,0.0
2025-04-06,日,0.0,0.0,4,4,7.0,1.0,3.0,0.0,5.0,24,12,7,2.0,0.0,0.0,0.0
2025-04-09,水,0.0,3.0,15,8,7.0,0.0,0.0,0.0,2.0,13,12,8,7.0,1.0,0.0,0.0
2025-04-10,木,0.0,2.0,12,7,2.0,4.0,4.0,0.0,7.0,6,4,8,5.0,3.0,0.0,0.0
2025-04-11,金,0.0,0.0,14,2,6.0,6.0,0.0,0.0,2.0,3,10,13,5.0,11.0,0.0,0.0
2025-04-12,土,0.0,0.0,9,6,15.0,12.0,1.0,3.0,5.0,23,21,19,9.0,0.0,0.0,0.0
2025-04-13,日,0.0,2.0,6,20,12.0,6.0,0.0,2.0,10.0,9,11,5,0.0,0.0,0.0,0.0
2025-04-16,水,0.0,0.0,7,9,1.0,8.0,3.0,0.0,1.0,14,7,15,11.0,12.0,0.0,1.0
2025-04-17,木,0.0,1.0,2,2,3.0,3.0,1.0,0.0,8.0,8,3,20,11.0,3.0,0.0,0.0
2025-04-18,金,0.0,0.0,12,7,4.0,1.0,0.0,0.0,7.0,9,8,10,16.0,11.0,0.0,0.0
2025-04-19,土,0.0,0.0,11,14,13.0,9.0,0.0,2.0,7.0,4,29,7,9.0,0.0,0.0,0.0
2025-04-20,日,0.0,1.0,17,8,16.0,4.0,1.0,2.0,2.0,10,2,12,0.0,0.0,0.0,0.0
2025-04-23,水,0.0,1.0,7,13,1.0,1.0,7.0,1.0,0.0,3,8,19,12.0,9.0,0.0,0.0
2025-04-24,木,0.0,1.0,2,6,11.0,0.0,0.0,1.0,1.0,2,13,17,7.0,4.0,0.0,0.0
2025-04-25,金,0.0,1.0,4,11,1.0,1.0,0.0,2.0,1.0,11,19,9,8.0,16.0,0.0,0.0
2025-04-26,土,0.0,1.0,14,6,3.0,3.0,3.0,2.0,5.0,15,14,13,3.0,9.0,0.0,0.0
2025-04-27,日,0.0,0.0,25,8,5.0,12.0,0.0,0.0,8.0,13,13,7,0.0,0.0,0.0,0.0
2025-04-30,水,0.0,0.0,10,12,5.0,1.0,1.0,4.0,0.0,2,1,6,3.0,0.0,0.0,0.0
