,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,09時
2024-01-06,土,0.0,0.0,4,7,11.0,7.0,0.0,0.0,9.0,24.0,5,11,6.0,2.0,0.0,0.0
2024-01-07,日,0.0,3.0,14,17,24.0,0.0,0.0,2.0,10.0,9.0,7,8,9.0,0.0,0.0,0.0
2024-01-10,水,1.0,0.0,2,6,2.0,0.0,0.0,0.0,0.0,11.0,14,6,19.0,0.0,0.0,0.0
2024-01-11,木,0.0,0.0,5,4,4.0,0.0,0.0,2.0,4.0,5.0,8,12,7.0,2.0,0.0,0.0
2024-01-12,金,0.0,2.0,9,7,5.0,1.0,0.0,0.0,2.0,10.0,11,9,5.0,3.0,0.0,0.0
2024-01-13,土,0.0,0.0,19,4,5.0,3.0,4.0,0.0,3.0,6.0,2,18,2.0,0.0,0.0,0.0
2024-01-14,日,0.0,2.0,11,9,7.0,0.0,0.0,1.0,8.0,23.0,9,7,0.0,0.0,0.0,0.0
2024-01-17,水,0.0,3.0,12,4,7.0,0.0,1.0,0.0,5.0,7.0,4,12,4.0,3.0,0.0,0.0
2024-01-18,木,0.0,0.0,8,5,1.0,0.0,0.0,2.0,3.0,6.0,10,16,11.0,0.0,0.0,1.0
2024-01-19,金,0.0,1.0,5,5,0.0,0.0,0.0,1.0,0.0,6.0,5,8,1.0,18.0,0.0,0.0
2024-01-20,土,0.0,0.0,10,18,17.0,0.0,0.0,0.0,9.0,0.0,15,4,8.0,1.0,0.0,0.0
2024-01-21,日,0.0,0.0,18,15,12.0,2.0,1.0,0.0,11.0,23.0,9,8,0.0,0.0,0.0,0.0
2024-01-25,木,0.0,1.0,5,12,4.0,0.0,0.0,0.0,7.0,3.0,5,5,3.0,3.0,0.0,0.0
2024-01-26,金,0.0,2.0,16,5,1.0,0.0,0.0,0.0,0.0,6.0,13,11,9.0,9.0,0.0,0.0
2024-01-27,土,0.0,1.0,10,8,12.0,0.0,0.0,1.0,8.0,6.0,1,5,7.0,11.0,0.0,0.0
2024-01-28,日,0.0,0.0,19,14,12.0,2.0,0.0,0.0,11.0,8.0,8,14,5.0,0.0,0.0,0.0
2024-01-31,水,0.0,1.0,6,6,6.0,0.0,0.0,0.0,7.0,5.0,17,2,2.0,1.0,0.0,0.0
