,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-03-01,金,0.0,2.0,8,12,4.0,1.0,0.0,2.0,7.0,6.0,8.0,18,8.0,4.0,0.0,0.0
2024-03-02,土,0.0,4.0,18,23,9.0,7.0,3.0,0.0,7.0,21.0,24.0,3,7.0,2.0,0.0,0.0
2024-03-03,日,0.0,0.0,28,14,12.0,4.0,3.0,2.0,15.0,13.0,17.0,3,0.0,0.0,0.0,0.0
2024-03-06,水,0.0,0.0,14,10,7.0,1.0,1.0,1.0,7.0,16.0,13.0,1,2.0,5.0,0.0,0.0
2024-03-07,木,0.0,0.0,8,5,6.0,1.0,2.0,3.0,1.0,7.0,15.0,15,12.0,3.0,0.0,0.0
2024-03-08,金,0.0,0.0,13,11,6.0,4.0,0.0,2.0,7.0,5.0,20.0,11,11.0,18.0,0.0,0.0
2024-03-09,土,0.0,0.0,22,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0
2024-03-10,日,0.0,3.0,17,18,25.0,3.0,3.0,2.0,7.0,16.0,5.0,11,0.0,0.0,0.0,0.0
2024-03-13,水,0.0,4.0,15,19,3.0,0.0,2.0,0.0,4.0,12.0,9.0,11,26.0,11.0,0.0,0.0
2024-03-14,木,0.0,1.0,6,11,6.0,3.0,2.0,1.0,2.0,10.0,11.0,4,17.0,4.0,0.0,0.0
2024-03-15,金,0.0,2.0,10,8,6.0,5.0,0.0,3.0,3.0,12.0,10.0,13,20.0,3.0,0.0,0.0
2024-03-16,土,0.0,0.0,13,12,16.0,0.0,3.0,0.0,6.0,23.0,6.0,14,5.0,5.0,0.0,0.0
2024-03-17,日,0.0,0.0,21,21,20.0,1.0,1.0,3.0,12.0,12.0,15.0,11,0.0,0.0,0.0,0.0
2024-03-20,水,0.0,0.0,24,23,19.0,4.0,3.0,0.0,14.0,14.0,16.0,13,0.0,0.0,0.0,0.0
2024-03-21,木,0.0,2.0,8,8,3.0,1.0,1.0,0.0,4.0,11.0,12.0,3,3.0,1.0,0.0,0.0
2024-03-22,金,0.0,0.0,9,26,8.0,3.0,2.0,0.0,6.0,10.0,16.0,19,8.0,8.0,0.0,4.0
2024-03-23,土,0.0,0.0,10,12,2.0,48.0,0.0,1.0,2.0,11.0,23.0,4,7.0,3.0,0.0,0.0
2024-03-24,日,0.0,0.0,23,22,20.0,10.0,0.0,3.0,7.0,13.0,35.0,11,8.0,0.0,0.0,0.0
2024-03-27,水,0.0,1.0,21,13,4.0,2.0,0.0,2.0,0.0,14.0,14.0,5,11.0,6.0,0.0,0.0
2024-03-28,木,0.0,2.0,9,9,0.0,1.0,0.0,1.0,0.0,6.0,6.0,13,10.0,1.0,0.0,0.0
2024-03-29,金,0.0,2.0,7,9,6.0,3.0,0.0,4.0,4.0,22.0,18.0,10,20.0,7.0,0.0,0.0
2024-03-30,土,0.0,1.0,18,10,16.0,11.0,2.0,1.0,2.0,18.0,19.0,10,11.0,1.0,0.0,0.0
2024-03-31,日,0.0,0.0,29,21,18.0,2.0,2.0,0.0,9.0,11.0,11.0,15,0.0,0.0,0.0,0.0
