,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-05-01,水,0.0,1.0,9,16,5,5.0,0.0,3.0,5.0,12,13,5,10.0,3.0,0.0,0.0
2024-05-02,木,0.0,0.0,22,12,8,5.0,0.0,2.0,1.0,18,14,27,7.0,4.0,0.0,0.0
2024-05-03,金,0.0,1.0,25,11,13,1.0,0.0,1.0,13.0,14,21,19,10.0,17.0,0.0,0.0
2024-05-04,土,0.0,2.0,30,21,10,8.0,9.0,2.0,4.0,11,14,15,11.0,15.0,0.0,0.0
2024-05-05,日,0.0,1.0,19,24,17,6.0,0.0,0.0,9.0,19,18,19,5.0,0.0,0.0,0.0
2024-05-08,水,0.0,3.0,13,12,7,0.0,0.0,1.0,1.0,13,6,14,15.0,9.0,0.0,0.0
2024-05-09,木,0.0,1.0,14,9,8,0.0,0.0,0.0,0.0,8,6,16,2.0,3.0,0.0,1.0
2024-05-10,金,0.0,4.0,13,8,6,1.0,1.0,1.0,2.0,8,23,14,8.0,9.0,0.0,0.0
2024-05-11,土,0.0,0.0,13,19,10,6.0,2.0,1.0,8.0,24,19,8,4.0,12.0,0.0,0.0
2024-05-12,日,0.0,1.0,24,12,17,2.0,3.0,0.0,14.0,11,8,18,0.0,0.0,0.0,0.0
2024-05-15,水,0.0,0.0,13,12,12,0.0,5.0,2.0,5.0,6,12,17,9.0,8.0,0.0,0.0
2024-05-16,木,0.0,3.0,16,7,1,4.0,0.0,0.0,4.0,14,8,32,4.0,8.0,0.0,0.0
2024-05-17,金,0.0,2.0,12,21,5,0.0,1.0,0.0,4.0,11,20,13,6.0,11.0,0.0,0.0
2024-05-18,土,0.0,2.0,15,10,4,2.0,4.0,1.0,7.0,18,21,17,25.0,19.0,0.0,1.0
2024-05-19,日,0.0,0.0,10,24,19,2.0,3.0,2.0,13.0,14,8,7,0.0,0.0,0.0,0.0
2024-05-22,水,0.0,1.0,14,8,3,11.0,3.0,3.0,3.0,16,12,10,17.0,10.0,0.0,0.0
2024-05-23,木,0.0,0.0,11,8,1,3.0,0.0,3.0,7.0,8,3,11,13.0,2.0,0.0,0.0
2024-05-24,金,0.0,0.0,3,9,5,0.0,0.0,5.0,3.0,3,9,18,8.0,10.0,0.0,2.0
2024-05-25,土,0.0,0.0,11,15,17,14.0,1.0,1.0,14.0,18,21,24,17.0,4.0,0.0,0.0
2024-05-26,日,0.0,1.0,10,18,8,1.0,2.0,1.0,9.0,17,13,6,0.0,0.0,0.0,0.0
2024-05-29,水,0.0,0.0,13,7,2,0.0,0.0,0.0,1.0,10,12,9,11.0,10.0,0.0,0.0
2024-05-30,木,0.0,2.0,13,20,8,2.0,0.0,0.0,4.0,6,1,2,12.0,12.0,0.0,0.0
2024-05-31,金,0.0,0.0,19,10,4,2.0,0.0,1.0,5.0,7,17,8,13.0,7.0,0.0,0.0
