,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2025-12-03,水,0.0,1.0,9,6,11.0,0.0,0.0,0.0,5.0,9,15,7,8.0,7.0,0.0,0.0
2025-12-04,木,0.0,1.0,7,26,4.0,3.0,2.0,2.0,1.0,5,3,7,9.0,5.0,0.0,0.0
2025-12-05,金,0.0,0.0,1,11,3.0,2.0,1.0,8.0,6.0,9,9,14,20.0,9.0,0.0,0.0
2025-12-06,土,0.0,1.0,17,14,3.0,0.0,1.0,0.0,7.0,12,13,12,13.0,2.0,0.0,0.0
2025-12-07,日,0.0,0.0,25,17,9.0,3.0,8.0,5.0,12.0,2,3,9,0.0,0.0,0.0,0.0
2025-12-10,水,0.0,4.0,8,13,7.0,0.0,1.0,1.0,0.0,15,17,9,10.0,7.0,0.0,0.0
2025-12-11,木,0.0,0.0,8,2,4.0,1.0,1.0,0.0,2.0,9,11,9,8.0,5.0,0.0,0.0
2025-12-12,金,0.0,1.0,15,4,1.0,4.0,0.0,4.0,7.0,9,11,10,5.0,12.0,0.0,0.0
2025-12-14,日,0.0,2.0,24,15,15.0,1.0,2.0,1.0,11.0,11,9,6,0.0,0.0,0.0,0.0
2025-12-17,水,0.0,2.0,11,7,0.0,1.0,0.0,0.0,2.0,1,17,5,7.0,3.0,0.0,0.0
2025-12-18,木,0.0,1.0,4,5,4.0,3.0,4.0,6.0,1.0,11,3,16,6.0,10.0,0.0,0.0
2025-12-19,金,0.0,0.0,16,11,5.0,3.0,1.0,0.0,5.0,9,19,1,10.0,5.0,0.0,0.0
2025-12-20,土,0.0,1.0,21,15,3.0,2.0,6.0,6.0,10.0,16,23,8,18.0,6.0,0.0,0.0
2025-12-21,日,0.0,0.0,14,11,2.0,2.0,4.0,0.0,10.0,3,6,10,2.0,0.0,0.0,0.0
2025-12-24,水,0.0,3.0,15,9,9.0,5.0,0.0,1.0,4.0,3,14,2,6.0,3.0,0.0,0.0
2025-12-25,木,0.0,2.0,12,5,4.0,1.0,2.0,0.0,1.0,4,11,6,8.0,0.0,0.0,0.0
2025-12-26,金,0.0,0.0,13,12,4.0,1.0,0.0,2.0,6.0,19,9,12,4.0,11.0,0.0,0.0
2025-12-27,土,0.0,4.0,6,5,11.0,10.0,5.0,10.0,8.0,21,22,26,17.0,3.0,0.0,0.0
2025-12-28,日,0.0,4.0,16,9,12.0,11.0,1.0,2.0,3.0,12,15,15,11.0,0.0,0.0,0.0
2025-12-29,月,0.0,1.0,11,12,15.0,6.0,8.0,0.0,0.0,4,10,10,22.0,14.0,0.0,0.0
2025-12-30,火,0.0,0.0,16,16,13.0,2.0,3.0,8.0,7.0,9,14,13,15.0,5.0,0.0,4.0
