,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2024-08-01,木,0.0,0.0,5,17,6.0,3.0,2.0,2.0,5,4,11,11,3.0,11.0,0.0,0.0
2024-08-02,金,0.0,0.0,8,3,9.0,1.0,0.0,1.0,1,8,4,13,2.0,15.0,0.0,4.0
2024-08-03,土,0.0,1.0,19,9,18.0,3.0,2.0,19.0,1,15,17,16,3.0,7.0,0.0,0.0
2024-08-04,日,0.0,0.0,26,19,19.0,7.0,0.0,5.0,11,21,6,10,0.0,0.0,0.0,0.0
2024-08-07,水,0.0,0.0,14,17,4.0,1.0,1.0,0.0,1,14,9,18,14.0,4.0,0.0,0.0
2024-08-08,木,0.0,0.0,13,4,4.0,6.0,0.0,0.0,2,15,2,8,7.0,1.0,0.0,0.0
2024-08-09,金,0.0,0.0,5,7,11.0,3.0,7.0,1.0,6,5,5,17,2.0,11.0,0.0,0.0
2024-08-10,土,0.0,0.0,14,10,23.0,2.0,1.0,0.0,3,2,11,11,11.0,2.0,0.0,0.0
2024-08-11,日,0.0,0.0,15,15,12.0,1.0,0.0,0.0,9,10,17,14,4.0,5.0,0.0,0.0
2024-08-14,水,0.0,0.0,21,15,7.0,8.0,6.0,2.0,2,6,13,13,5.0,3.0,0.0,0.0
2024-08-15,木,0.0,0.0,10,19,17.0,6.0,5.0,0.0,4,10,9,9,10.0,5.0,0.0,0.0
2024-08-16,金,0.0,0.0,15,10,9.0,2.0,2.0,2.0,4,19,24,8,12.0,6.0,0.0,0.0
2024-08-17,土,0.0,0.0,20,15,5.0,4.0,10.0,3.0,2,9,14,18,18.0,5.0,0.0,0.0
2024-08-18,日,0.0,3.0,10,20,14.0,2.0,2.0,0.0,3,14,9,9,4.0,0.0,0.0,0.0
2024-08-21,水,0.0,4.0,5,12,3.0,2.0,1.0,1.0,7,15,14,11,6.0,1.0,0.0,0.0
2024-08-22,木,0.0,1.0,20,5,5.0,0.0,4.0,2.0,6,10,15,10,7.0,3.0,0.0,0.0
2024-08-23,金,0.0,0.0,11,13,4.0,1.0,4.0,2.0,8,17,10,8,21.0,3.0,0.0,0.0
2024-08-24,土,0.0,1.0,8,14,16.0,11.0,3.0,4.0,1,10,11,16,18.0,12.0,0.0,0.0
2024-08-25,日,0.0,0.0,18,11,11.0,4.0,5.0,1.0,4,19,15,11,2.0,0.0,0.0,0.0
2024-08-28,水,0.0,2.0,7,22,8.0,3.0,1.0,1.0,6,7,11,4,5.0,2.0,0.0,0.0
2024-08-29,木,0.0,2.0,5,16,0.0,2.0,0.0,0.0,3,8,11,6,12.0,6.0,0.0,0.0
2024-08-30,金,0.0,1.0,6,9,6.0,1.0,1.0,0.0,4,8,4,13,1.0,7.0,0.0,0.0
2024-08-31,土,0.0,0.0,19,13,11.0,6.0,0.0,0.0,2,4,20,13,6.0,8.0,0.0,1.0
