,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2025-01-01,水,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02,木,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03,金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,13.0,11.0,7.0,7.0,0.0,0.0
2025-01-04,土,0.0,3.0,10.0,20.0,12.0,1.0,2.0,1.0,3.0,8.0,8.0,2.0,11.0,8.0,0.0,0.0
2025-01-05,日,1.0,2.0,18.0,8.0,21.0,0.0,2.0,2.0,10.0,14.0,13.0,1.0,2.0,0.0,0.0,0.0
2025-01-08,水,0.0,2.0,14.0,17.0,8.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,8.0,2.0,0.0,0.0
2025-01-09,木,0.0,3.0,8.0,5.0,4.0,4.0,4.0,1.0,9.0,1.0,7.0,12.0,5.0,16.0,0.0,0.0
2025-01-10,金,0.0,1.0,11.0,5.0,5.0,7.0,3.0,0.0,5.0,12.0,14.0,14.0,16.0,5.0,0.0,0.0
2025-01-11,土,0.0,2.0,6.0,14.0,10.0,1.0,2.0,3.0,6.0,15.0,16.0,8.0,8.0,4.0,0.0,0.0
2025-01-12,日,0.0,0.0,7.0,18.0,18.0,10.0,3.0,7.0,8.0,27.0,8.0,5.0,2.0,0.0,0.0,0.0
2025-01-15,水,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,木,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18,土,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,4.0,12.0,1.0,0.0,0.0
2025-01-19,日,0.0,0.0,13.0,26.0,24.0,2.0,3.0,3.0,13.0,18.0,20.0,9.0,4.0,0.0,0.0,0.0
2025-01-22,水,0.0,0.0,13.0,11.0,2.0,1.0,2.0,0.0,3.0,15.0,8.0,6.0,10.0,5.0,0.0,0.0
2025-01-23,木,0.0,0.0,10.0,7.0,5.0,1.0,1.0,1.0,2.0,4.0,17.0,7.0,12.0,11.0,0.0,2.0
2025-01-24,金,0.0,4.0,15.0,12.0,10.0,1.0,2.0,0.0,7.0,3.0,10.0,18.0,15.0,10.0,0.0,0.0
2025-01-25,土,0.0,0.0,11.0,11.0,4.0,5.0,4.0,7.0,6.0,20.0,9.0,12.0,4.0,13.0,0.0,0.0
2025-01-26,日,0.0,0.0,21.0,19.0,18.0,0.0,1.0,8.0,9.0,13.0,33.0,7.0,0.0,0.0,0.0,0.0
2025-01-29,水,0.0,2.0,4.0,16.0,4.0,3.0,1.0,3.0,1.0,11.0,18.0,6.0,8.0,9.0,0.0,0.0
2025-01-30,木,0.0,0.0,3.0,5.0,3.0,2.0,6.0,1.0,10.0,15.0,17.0,12.0,6.0,7.0,0.0,0.0
2025-01-31,金,0.0,1.0,5.0,5.0,4.0,3.0,0.0,3.0,10.0,17.0,22.0,6.0,15.0,1.0,0.0,0.0
