,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00,00時
2023-12-01,金,0.0,1.0,3,11,2.0,0.0,0.0,3.0,5.0,17.0,5.0,6,7.0,12.0,0.0,0.0
2023-12-02,土,0.0,0.0,17,18,6.0,3.0,0.0,0.0,12.0,0.0,0.0,26,9.0,12.0,0.0,0.0
2023-12-03,日,0.0,1.0,13,15,5.0,0.0,0.0,0.0,13.0,12.0,17.0,2,0.0,0.0,0.0,0.0
2023-12-06,水,5.0,2.0,15,10,4.0,0.0,0.0,0.0,10.0,15.0,4.0,11,22.0,9.0,0.0,0.0
2023-12-07,木,0.0,0.0,7,7,5.0,0.0,0.0,0.0,0.0,2.0,9.0,6,5.0,14.0,0.0,0.0
2023-12-08,金,0.0,0.0,3,15,6.0,5.0,0.0,0.0,4.0,11.0,24.0,7,13.0,16.0,0.0,2.0
2023-12-09,土,0.0,0.0,14,12,8.0,0.0,0.0,0.0,6.0,12.0,20.0,10,4.0,4.0,0.0,0.0
2023-12-10,日,0.0,1.0,19,10,10.0,1.0,0.0,4.0,17.0,12.0,17.0,9,2.0,0.0,0.0,0.0
2023-12-13,水,0.0,0.0,3,3,5.0,0.0,0.0,0.0,3.0,12.0,14.0,18,11.0,8.0,0.0,0.0
2023-12-14,木,0.0,0.0,10,3,10.0,0.0,0.0,1.0,2.0,11.0,16.0,4,8.0,3.0,0.0,0.0
2023-12-15,金,0.0,1.0,2,4,8.0,0.0,0.0,1.0,4.0,11.0,9.0,5,14.0,10.0,0.0,0.0
2023-12-16,土,0.0,0.0,9,13,8.0,0.0,0.0,2.0,18.0,1.0,10.0,11,26.0,0.0,0.0,0.0
2023-12-17,日,0.0,0.0,22,22,10.0,0.0,0.0,0.0,15.0,14.0,14.0,14,0.0,0.0,0.0,0.0
2023-12-20,水,0.0,0.0,6,9,2.0,1.0,0.0,1.0,3.0,7.0,5.0,8,19.0,6.0,0.0,0.0
2023-12-21,木,0.0,0.0,4,7,1.0,0.0,0.0,0.0,1.0,1.0,4.0,7,9.0,10.0,0.0,0.0
2023-12-22,金,0.0,1.0,9,14,5.0,0.0,0.0,1.0,10.0,11.0,4.0,15,11.0,12.0,0.0,0.0
2023-12-23,土,0.0,2.0,18,16,0.0,5.0,0.0,0.0,3.0,3.0,13.0,6,6.0,3.0,0.0,0.0
2023-12-24,日,0.0,0.0,12,12,8.0,0.0,0.0,1.0,7.0,10.0,15.0,2,0.0,0.0,0.0,0.0
2023-12-27,水,0.0,0.0,9,10,6.0,2.0,0.0,0.0,11.0,2.0,7.0,25,3.0,5.0,0.0,0.0
2023-12-28,木,0.0,0.0,9,14,5.0,0.0,0.0,0.0,13.0,7.0,0.0,15,3.0,0.0,0.0,0.0
2023-12-29,金,0.0,0.0,10,16,9.0,1.0,2.0,0.0,11.0,10.0,6.0,7,14.0,13.0,0.0,0.0
2023-12-30,土,0.0,2.0,11,16,13.0,2.0,0.0,1.0,7.0,2.0,33.0,10,19.0,3.0,0.0,0.0
